magnitude,size, circX,circY,mouseX,mouseY,steps
0,0,0,0,0,0,1
0,0,0,0,0,0,2
0,0,0,0,0,0,3
0,0,0,0,0,0,4
0,0,0,0,0,0,5
0,0,0,0,0,0,6
0,0,0,0,0,0,7
0,0,0,0,0,0,8
0,0,0,0,0,0,9
0,0,0,0,0,0,10
0,0,0,0,0,0,11
0,0,0,0,0,0,12
0,0,0,0,0,0,13
0,0,0,0,0,0,14
0,0,0,0,0,0,15
0,0,0,0,0,0,16
0,0,0,0,0,0,17
0,0,0,0,0,0,18
0,0,0,0,0,0,19
0,0,0,0,0,0,20
0,0,0,0,0,0,21
0,0,0,0,0,0,22
0,0,0,0,0,0,23
0,0,0,0,0,0,24
0,0,0,0,0,0,25
0,0,0,0,0,0,26
0,0,0,0,0,0,27
0,0,0,0,0,0,28
0,0,0,0,0,0,29
0,0,0,0,0,0,30
0,0,0,0,0,0,31
0,0,0,0,0,0,32
0,0,0,0,0,0,33
0,0,0,0,0,0,34
0,0,0,0,0,0,35
0,0,0,0,0,0,36
0,0,0,0,0,0,37
0,0,0,0,0,0,38
0,0,0,0,0,0,39
0,0,0,0,0,0,40
0,0,0,0,0,0,41
0,0,0,0,0,0,42
0,0,0,0,0,0,43
0,0,0,0,0,0,44
0,0,0,0,0,0,45
0,0,0,0,0,0,46
0,0,0,0,0,0,47
0,0,0,0,0,0,48
0,0,0,0,0,0,49
0,0,0,0,0,0,50
0,0,0,0,0,0,51
0,0,0,0,0,0,52
0,0,0,0,0,0,53
0,0,0,0,0,0,54
0,0,0,0,0,0,55
0,0,0,0,0,0,56
0,0,0,0,0,0,57
0,0,0,0,0,0,58
0,0,0,0,0,0,59
0,0,0,0,0,0,60
0,0,0,0,0,0,61
0,0,0,0,0,0,62
0,0,0,0,0,0,63
0,0,0,0,0,0,64
0,0,0,0,0,0,65
0,0,0,0,0,0,66
0,0,0,0,0,0,67
0,0,0,0,0,0,68
0,0,0,0,0,0,69
0,0,0,0,0,0,70
0,0,0,0,0,0,71
0,0,0,0,0,0,72
0,0,0,0,0,0,73
0,0,0,0,0,0,74
0,0,0,0,0,0,75
0,0,0,0,0,0,76
0,0,0,0,0,0,77
0,0,0,0,0,0,78
0,0,0,0,0,0,79
0,0,0,0,0,0,80
0,0,0,0,0,0,81
0,0,0,0,0,0,82
0,0,0,0,0,0,83
0,0,0,0,0,0,84
0,0,0,0,0,0,85
0,0,0,0,0,0,86
0,0,0,0,0,0,87
0,0,0,0,0,0,88
0,0,0,0,0,0,89
0,0,0,0,0,0,90
0,0,0,0,0,0,91
0,0,0,0,0,0,92
0,0,0,0,0,0,93
0,0,0,0,0,0,94
0,0,0,0,0,0,95
0,0,0,0,0,0,96
0,0,0,0,0,0,97
0,0,0,0,0,0,98
0,0,0,0,0,0,99
0,0,0,0,0,0,100
0,0,0,0,0,0,101
0,0,0,0,0,0,102
0,0,0,0,0,0,103
0,0,0,0,0,0,104
0,0,0,0,0,0,105
0,0,0,0,0,0,106
0,0,0,0,0,0,107
0,0,0,0,0,0,108
0,0,0,0,0,0,109
0,0,0,0,0,0,110
0,0,0,0,0,0,111
0,0,0,0,0,0,112
0,0,0,0,0,0,113
0,0,0,0,0,0,114
0,0,0,0,0,0,115
0,0,0,0,0,0,116
0,0,0,0,0,0,117
0,0,0,0,0,0,118
0,0,0,0,0,0,119
0,0,0,0,0,0,120
0,0,0,0,0,0,121
0,0,0,0,0,0,122
0,0,0,0,0,0,123
0,0,0,0,0,0,124
0,0,0,0,0,0,125
0,0,0,0,0,0,126
0,0,0,0,0,0,127
0,0,0,0,0,0,128
0,0,0,0,0,0,129
0,0,0,0,0,0,130
0,0,0,0,0,0,131
0,0,0,0,0,0,132
0,0,0,0,0,0,133
0,0,0,0,0,0,134
0,0,0,0,0,0,135
0,0,0,0,0,0,136
0,0,0,0,0,0,137
0,0,0,0,0,0,138
0,0,0,0,0,0,139
0,0,0,0,0,0,140
0,0,0,0,0,0,141
0,0,0,0,0,0,142
0,0,0,0,0,0,143
0,0,0,0,0,0,144
0,0,0,0,0,0,145
0,0,0,0,0,0,146
0,0,0,0,0,0,147
0,0,0,0,0,0,148
0,0,0,0,0,0,149
0,0,0,0,0,0,150
0,0,0,0,0,0,151
0,0,0,0,0,0,152
0,0,0,0,0,0,153
0,0,0,0,0,0,154
0,0,0,0,0,0,155
0,0,0,0,0,0,156
0,0,0,0,0,0,157
0,0,0,0,0,0,158
0,0,0,0,0,0,159
0,0,0,0,0,0,160
0,0,0,0,0,0,161
0,0,0,0,0,0,162
0,0,0,0,0,0,163
0,0,0,0,0,0,164
0,0,0,0,0,0,165
0,0,0,0,0,0,166
0,0,0,0,0,0,167
0,0,0,0,0,0,168
0,0,0,0,0,0,169
0,0,0,0,0,0,170
0,0,0,0,0,0,171
0,0,0,0,0,0,172
0,0,0,0,0,0,173
0,0,0,0,0,0,174
0,0,0,0,0,0,175
0,0,0,0,0,0,176
0,0,0,0,0,0,177
0,0,0,0,0,0,178
0,0,0,0,0,0,179
0,0,0,0,0,0,180
0,0,0,0,0,0,181
0,0,0,0,0,0,182
0,0,0,0,0,0,183
0,0,0,0,0,0,184
0,0,0,0,0,0,185
0,0,0,0,0,0,186
0,0,0,0,0,0,187
0,0,0,0,0,0,188
0,0,0,0,0,0,189
0,0,0,0,0,0,190
0,0,0,0,0,0,191
0,0,0,0,0,0,192
0,0,0,0,0,0,193
0,0,0,0,262,57,194
0,0,0,0,268,61,195
0,0,0,0,303,78,196
0,0,0,0,322,88,197
0,0,0,0,348,101,198
0,0,0,0,392,123,199
0,0,0,0,426,139,200
0,0,0,0,474,166,201
0,0,0,0,504,188,202
0,0,0,0,528,206,203
0,0,0,0,541,216,204
0,0,0,0,551,223,205
0,0,0,0,556,227,206
0,0,0,0,559,229,207
0,0,0,0,561,231,208
0,0,0,0,563,233,209
0,0,0,0,564,239,210
0,0,0,0,564,244,211
0,0,0,0,564,250,212
0,0,0,0,564,256,213
0,0,0,0,563,259,214
0,0,0,0,560,265,215
0,0,0,0,558,277,216
0,0,0,0,558,297,217
0,0,0,0,558,322,218
0,0,0,0,559,349,219
0,0,0,0,566,373,220
0,0,0,0,569,381,221
0,0,0,0,576,390,222
0,0,0,0,581,391,223
0,0,0,0,585,391,224
0,0,0,0,591,391,225
0,0,0,0,600,390,226
0,0,0,0,610,390,227
0,0,0,0,616,389,228
0,0,0,0,621,389,229
0,0,0,0,625,389,230
0,0,0,0,626,388,231
0,0,0,0,627,388,232
0,0,0,0,628,387,233
0,0,0,0,629,386,234
0,0,0,0,631,385,235
0,0,0,0,632,385,236
0,0,0,0,632,385,237
0,0,0,0,632,385,238
0,0,0,0,632,385,239
0,0,0,0,632,385,240
0,0,0,0,632,385,241
0,0,0,0,632,385,242
0,0,0,0,632,385,243
0,0,0,0,632,385,244
0,0,0,0,632,385,245
0,0,0,0,632,385,246
0,0,0,0,632,385,247
0,0,0,0,632,385,248
0,0,0,0,632,385,249
0,0,0,0,632,385,250
0,0,0,0,632,385,251
0,0,0,0,632,385,252
0,0,0,0,632,385,253
0,0,0,0,632,385,254
0,0,0,0,632,385,255
0,0,0,0,632,385,256
0,0,0,0,632,385,257
0,0,0,0,632,385,258
0,0,0,0,632,385,259
0,0,0,0,632,385,260
0,0,0,0,632,385,261
0,0,0,0,632,385,262
0,0,0,0,632,385,263
0,0,0,0,632,385,264
0,0,0,0,632,385,265
0,0,0,0,632,385,266
0,0,0,0,632,385,267
0,0,0,0,632,385,268
0,0,0,0,632,385,269
0,0,0,0,632,385,270
0,0,0,0,632,385,271
0,0,0,0,632,385,272
0,0,0,0,632,385,273
0,0,0,0,632,385,274
0,0,0,0,632,385,275
0,0,0,0,632,385,276
0,0,0,0,632,385,277
0,0,0,0,632,385,278
0,0,0,0,632,385,279
0,0,0,0,632,385,280
0,0,0,0,632,385,281
0,0,0,0,632,385,282
0,0,0,0,632,385,283
0,0,0,0,632,385,284
0,0,0,0,632,385,285
0,0,0,0,632,385,286
0,0,0,0,635,388,287
0,0,0,0,637,391,288
0,0,0,0,639,394,289
0,0,0,0,640,396,290
0,0,0,0,640,396,291
0,0,0,0,641,398,292
0,0,0,0,641,399,293
0,0,0,0,641,399,294
0,0,0,0,641,399,295
0,0,0,0,641,399,296
0,0,0,0,641,399,297
0,0,0,0,641,399,298
0,0,0,0,641,399,299
0,0,0,0,641,399,300
0,0,0,0,641,399,301
0,0,0,0,641,399,302
0,0,0,0,641,399,303
0,0,0,0,641,399,304
0,0,0,0,641,399,305
0,0,0,0,641,399,306
0,0,0,0,641,399,307
0,0,0,0,641,399,308
0,0,0,0,641,399,309
0,0,0,0,641,399,310
0,0,0,0,641,399,311
0,0,0,0,641,399,312
0,0,0,0,641,399,313
0,0,0,0,641,399,314
0,0,0,0,641,399,315
0,0,0,0,641,399,316
0,0,0,0,641,399,317
0,0,0,0,641,399,318
0,0,0,0,641,399,319
0,0,0,0,641,399,320
0,0,0,0,641,399,321
0,0,0,0,641,399,322
0,0,0,0,641,399,323
0,0,0,0,641,399,324
0,0,0,0,641,399,325
0,0,0,0,641,399,326
0,0,0,0,641,399,327
0,0,0,0,641,399,328
0,0,0,0,641,399,329
0,0,0,0,641,399,330
0,0,0,0,641,399,331
0,0,0,0,641,399,332
0,0,0,0,641,399,333
0,0,0,0,641,399,334
0,0,0,0,641,399,335
0,0,0,0,641,399,336
0,0,0,0,641,399,337
0,0,0,0,641,399,338
0,0,0,0,641,399,339
0,0,0,0,641,399,340
0,0,0,0,641,399,341
0,0,0,0,641,399,342
0,0,0,0,641,399,343
0,0,0,0,641,399,344
0,0,0,0,641,399,345
0,0,0,0,641,399,346
0,0,0,0,641,399,347
0,0,0,0,641,399,348
0,0,0,0,641,399,349
0,0,0,0,641,399,350
0,0,0,0,641,399,351
0,0,0,0,641,399,352
0,0,0,0,641,399,353
0,0,0,0,641,399,354
0,0,0,0,641,399,355
0,0,0,0,641,399,356
0,0,0,0,641,399,357
0,0,0,0,641,399,358
0,0,0,0,641,399,359
0,0,0,0,641,399,360
0,0,0,0,641,399,361
0,0,0,0,641,399,362
0,0,0,0,641,399,363
0,0,0,0,641,399,364
0,0,0,0,641,399,365
0,0,0,0,641,399,366
0,0,0,0,641,399,367
0,0,0,0,641,399,368
0,0,0,0,641,399,369
0,0,0,0,641,399,370
0,0,0,0,641,399,371
0,0,0,0,641,399,372
0,0,0,0,641,399,373
0,0,0,0,641,399,374
0,0,0,0,641,399,375
0,0,0,0,641,399,376
0,0,0,0,641,399,377
0,0,0,0,641,399,378
0,0,0,0,641,399,379
0,0,0,0,641,399,380
0,0,0,0,641,399,381
0,0,0,0,641,399,382
0,0,0,0,641,399,383
0,0,0,0,641,399,384
0,0,0,0,641,399,385
0,0,0,0,641,399,386
0,0,0,0,641,399,387
0,0,0,0,641,399,388
0,0,0,0,641,399,389
0,0,0,0,641,399,390
0,0,0,0,641,399,391
0,0,0,0,641,399,392
0,0,0,0,641,399,393
0,0,0,0,641,399,394
0,0,0,0,641,399,395
0,0,0,0,641,399,396
0,0,0,0,641,399,397
0,0,0,0,641,399,398
0,0,0,0,641,399,399
0,0,0,0,641,399,400
0,0,0,0,641,399,401
0,0,0,0,641,399,402
0,0,0,0,641,399,403
0,0,0,0,641,399,404
0,0,0,0,641,399,405
0,0,0,0,641,399,406
0,0,0,0,641,399,407
0,0,0,0,641,399,408
0,0,0,0,641,399,409
0,0,0,0,641,399,410
0,0,0,0,641,399,411
0,0,0,0,641,399,412
0,0,0,0,641,399,413
0,0,0,0,641,399,414
0,0,0,0,641,399,415
0,0,0,0,641,399,416
0,0,0,0,641,399,417
0,0,0,0,641,399,418
0,0,0,0,641,399,419
0,0,0,0,641,399,420
0,0,0,0,641,399,421
0,0,0,0,641,399,422
0,0,0,0,641,399,423
0,0,0,0,641,399,424
0,0,0,0,641,399,425
0,0,0,0,641,399,426
0,0,0,0,641,399,427
0,0,0,0,641,399,428
0,0,0,0,641,399,429
0,0,0,0,641,399,430
0,0,0,0,641,399,431
0,0,0,0,641,399,432
0,0,0,0,641,399,433
0,0,0,0,641,399,434
0,0,0,0,641,399,435
0,0,0,0,641,399,436
0,0,0,0,640,399,437
0,0,0,0,637,399,438
0,0,0,0,630,399,439
0,0,0,0,621,399,440
0,0,0,0,613,399,441
0,0,0,0,606,401,442
0,0,0,0,603,402,443
0,0,0,0,602,405,444
0,0,0,0,602,407,445
0,0,0,0,605,413,446
0,0,0,0,615,420,447
0,0,0,0,638,434,448
0,0,0,0,657,444,449
0,0,0,0,682,455,450
0,0,0,0,705,463,451
0,0,0,0,723,467,452
0,0,0,0,731,467,453
0,0,0,0,737,467,454
0,0,0,0,743,463,455
0,0,0,0,746,459,456
0,0,0,0,746,456,457
0,0,0,0,746,453,458
0,0,0,0,746,451,459
0,0,0,0,746,449,460
0,0,0,0,744,448,461
0,0,0,0,735,446,462
0,0,0,0,731,445,463
0,0,0,0,724,442,464
0,0,0,0,714,439,465
0,0,0,0,705,433,466
0,0,0,0,697,431,467
0,0,0,0,691,430,468
0,0,0,0,687,428,469
0,0,0,0,683,425,470
0,0,0,0,681,423,471
0,0,0,0,678,422,472
0,0,0,0,678,420,473
0,0,0,0,678,419,474
0,0,0,0,677,418,475
0,0,0,0,677,418,476
0,0,0,0,677,417,477
0,0,0,0,675,415,478
0,0,0,0,674,414,479
0,0,0,0,674,413,480
0,0,0,0,673,413,481
0,0,0,0,673,413,482
0,0,0,0,673,413,483
0,0,0,0,673,413,484
0,0,0,0,673,413,485
0,0,0,0,673,413,486
0,0,0,0,673,413,487
0,0,0,0,673,413,488
0,0,0,0,673,413,489
0,0,0,0,673,413,490
0,0,0,0,673,413,491
0,0,0,0,673,413,492
0,0,0,0,673,413,493
0,0,0,0,673,413,494
0,0,0,0,673,413,495
0,0,0,0,673,413,496
0,0,0,0,673,413,497
0,0,0,0,673,413,498
0,0,0,0,673,413,499
0,0,0,0,673,413,500
0,0,0,0,673,413,501
0,0,0,0,673,413,502
0,0,0,0,673,413,503
0,0,0,0,673,413,504
0,0,0,0,673,413,505
0,0,0,0,673,413,506
0,0,0,0,673,413,507
0,0,0,0,673,413,508
0,0,0,0,673,413,509
0,0,0,0,673,413,510
0,0,0,0,673,413,511
0,0,0,0,673,413,512
0,0,0,0,673,413,513
0,0,0,0,673,413,514
0,0,0,0,658,447,515
0,0,0,0,655,451,516
0,0,0,0,652,457,517
0,0,0,0,650,458,518
0,0,0,0,650,458,519
0,100,640,400,650,458,520
0,0,0,0,650,458,1
0,0,0,0,650,458,2
0,0,0,0,650,458,3
0,0,0,0,650,458,4
0,0,0,0,650,458,5
0,0,0,0,650,458,6
0,0,0,0,650,458,7
0,0,0,0,650,458,8
0,0,0,0,650,458,9
0,0,0,0,650,458,10
0,0,0,0,650,458,11
0,0,0,0,650,458,12
0,0,0,0,650,458,13
0,0,0,0,650,458,14
0,0,0,0,650,458,15
0,0,0,0,650,458,16
0,0,0,0,650,458,17
0,0,0,0,650,458,18
0,0,0,0,650,458,19
0,0,0,0,650,458,20
0,0,0,0,650,458,21
0,0,0,0,650,458,22
0,0,0,0,650,458,23
0,0,0,0,650,458,24
0,0,0,0,650,458,25
0,0,0,0,650,458,26
0,0,0,0,650,458,27
0,0,0,0,650,458,28
0,0,0,0,650,458,29
0,0,0,0,650,458,30
0,0,0,0,646,459,31
0,0,0,0,608,440,32
0,0,0,0,553,416,33
0,0,0,0,499,399,34
0,0,0,0,415,378,35
0,0,0,0,356,370,36
0,0,0,0,315,367,37
0,0,0,0,290,365,38
0,0,0,0,274,364,39
0,0,0,0,268,363,40
0,0,0,0,268,363,41
0,0,0,0,268,363,42
0,0,0,0,268,363,43
0,0,0,0,268,363,44
0,0,0,0,268,363,45
0,0,0,0,268,363,46
0,0,0,0,268,363,47
0,0,0,0,268,363,48
0,0,0,0,268,363,49
0,0,0,0,268,363,50
0,0,0,0,264,360,51
0,0,0,0,251,348,52
0,0,0,0,235,330,53
