9.92020034,-84.24366760,0.0000,132.00
9.92020034,-84.24366760,0.0000,145.00
9.92020034,-84.24366760,0.0000,137.00
9.92020034,-84.24366760,0.0000,142.00
9.92020034,-84.24366760,0.0000,141.00
9.92020034,-84.24366760,0.0000,134.00
9.92020034,-84.24366760,0.0000,137.00
9.92020034,-84.24366760,0.0000,152.00
9.92020034,-84.24366760,0.0000,128.00
9.92020034,-84.24366760,0.0000,147.00
9.92020034,-84.24366760,0.0000,136.00
9.92020034,-84.24366760,0.0000,125.00
9.92020034,-84.24366760,0.0000,132.00
9.92020034,-84.24366760,0.0000,146.00
9.92020034,-84.24366760,0.0000,142.00
9.92020034,-84.24366760,0.0000,136.00
9.92020034,-84.24366760,0.0000,135.00
9.92020034,-84.24366760,0.0000,137.00
9.92020034,-84.24366760,0.0000,160.00
9.92020034,-84.24366760,0.0000,138.00
9.92020034,-84.24366760,0.0000,153.00
9.92020034,-84.24366760,0.0000,130.00
9.92020034,-84.24366760,0.0000,137.00
9.92020034,-84.24366760,0.0000,138.00
9.92020034,-84.24366760,0.0000,134.00
9.92020034,-84.24366760,0.0000,131.00
9.92020034,-84.24366760,0.0000,141.00
9.92020034,-84.24366760,0.0000,156.00
9.92020034,-84.24366760,0.0000,150.00
9.92020034,-84.24366760,0.0000,146.00
9.92020034,-84.24366760,0.0000,146.00
9.92020034,-84.24366760,0.0000,120.00
9.92020034,-84.24366760,0.0000,124.00
9.92020034,-84.24366760,0.0000,148.00
9.92020034,-84.24366760,0.0000,151.00
9.92020034,-84.24366760,0.0000,127.00
9.92020034,-84.24366760,0.0000,150.00
9.92018699,-84.24356842,8.1251,137.00
9.92007160,-84.24345397,13.0175,144.00
9.91982746,-84.24350738,19.9039,135.00
9.91949462,-84.24356842,27.0302,159.00
9.91921329,-84.24347686,23.5620,176.00
9.91917037,-84.24317169,24.4206,142.00
9.91902542,-84.24301910,16.5572,145.00
9.91870975,-84.24299621,25.3216,148.00
9.91840267,-84.24298095,24.4988,144.00
9.91827774,-84.24294281,10.3757,63.00
9.91827201,-84.24269104,19.8867,153.00
9.91829776,-84.24227905,32.8365,139.00
9.91819286,-84.24207305,18.1723,135.00
9.91782188,-84.24205017,29.7004,124.00
9.91735172,-84.24201965,37.6005,134.00
9.91687011,-84.24197387,38.5863,147.00
9.91655254,-84.24190521,25.9296,138.00
9.91656208,-84.24160766,23.6514,129.00
9.91658306,-84.24133300,21.5570,142.00
9.91658687,-84.24130249,2.7078,143.00
9.91658687,-84.24130249,0.0000,133.00
9.91658687,-84.24130249,0.0000,138.00
9.91661262,-84.24111938,14.1206,154.00
9.91662788,-84.24092102,15.6288,145.00
9.91662788,-84.24079132,10.2100,136.00
9.91662693,-84.24079132,0.0682,134.00
9.91662502,-84.24079895,0.5544,143.00
9.91657257,-84.24067687,10.5541,143.00
9.91646289,-84.24076843,11.1796,136.00
9.91644954,-84.24091339,11.3351,134.00
9.91653156,-84.24092102,6.6339,148.00
9.91654205,-84.24092864,0.9788,131.00
9.91654205,-84.24092864,0.0000,154.00
9.91654205,-84.24092864,0.0000,142.00
9.91654205,-84.24092864,0.0000,140.00
9.91654205,-84.24092864,0.0000,151.00
9.91654205,-84.24092864,0.0000,116.00
9.91654205,-84.24092864,0.0000,139.00
9.91654205,-84.24092864,0.0000,139.00
9.91654205,-84.24092864,0.0000,138.00
9.91654205,-84.24092864,0.0000,139.00
9.91654205,-84.24092864,0.0000,138.00
9.91654205,-84.24092864,0.0000,143.00
9.91654205,-84.24092864,0.0000,141.00
9.91654205,-84.24092864,0.0000,137.00
9.91654205,-84.24092864,0.0000,142.00
9.91654205,-84.24092864,0.0000,126.00
9.91654205,-84.24092864,0.0000,131.00
9.91654205,-84.24092864,0.0000,142.00
9.91654205,-84.24092864,0.0000,137.00
9.91654205,-84.24092864,0.0000,132.00
9.91654205,-84.24092864,0.0000,164.00
9.91654205,-84.24092864,0.0000,126.00
9.91654205,-84.24092864,0.0000,148.00
9.91654205,-84.24092864,0.0000,132.00
9.91654205,-84.24092864,0.0000,151.00
9.91654205,-84.24092864,0.0000,128.00
9.91654205,-84.24092864,0.0000,145.00
9.91654205,-84.24092864,0.0000,138.00
9.91654205,-84.24092864,0.0000,129.00
9.91654205,-84.24092864,0.0000,133.00
9.91658782,-84.24094390,3.8351,123.00
9.91664218,-84.24098205,5.1249,148.00
9.91681003,-84.24108123,15.6077,125.00
9.91718959,-84.24110412,30.3873,130.00
9.91749286,-84.24114227,24.4212,146.00
9.91779804,-84.24117279,24.5064,165.00
9.91813278,-84.24118041,26.7520,132.00
9.91838836,-84.24120330,20.4524,139.00
9.91881656,-84.24124145,34.2686,146.00
9.91928195,-84.24127960,37.3710,172.00
9.91970825,-84.24131774,34.1791,146.00
9.92018795,-84.24136352,38.4581,146.00
9.92070770,-84.24140930,41.6976,139.00
9.92126846,-84.24143981,44.7842,155.00
9.92182254,-84.24134826,44.7942,151.00
9.92235660,-84.24118041,44.5925,128.00
9.92293739,-84.24097442,49.2607,150.00
9.92354202,-84.24076843,50.8988,166.00
9.92402839,-84.24063873,40.1868,184.00
9.92432689,-84.24058532,24.2505,153.00
9.92445659,-84.24057769,10.3086,133.00
9.92451190,-84.24057006,4.4648,132.00
9.92461681,-84.24056243,8.4029,125.00
9.92472743,-84.24056243,8.8647,138.00
9.92479705,-84.24056243,5.5234,138.00
9.92486953,-84.24056243,5.7961,134.00
9.92496204,-84.24056243,7.3630,134.00
9.92504215,-84.24056243,6.4098,130.00
9.92513656,-84.24056243,7.5676,129.00
9.92516040,-84.24056243,1.9093,148.00
9.92516040,-84.24056243,0.0000,249.00
9.92528343,-84.24056243,9.8193,147.00
9.92539787,-84.24055480,9.1514,133.00
9.92553520,-84.24055480,10.9786,140.00
9.92565536,-84.24056243,9.6279,179.00
9.92583179,-84.24057006,14.0574,143.00
9.92603492,-84.24056243,16.2381,125.00
9.92637252,-84.24057006,27.0085,285.00
9.92676162,-84.24057006,31.0202,138.00
9.92714309,-84.24058532,30.4998,135.00
9.92752265,-84.24060058,30.3812,134.00
9.92790222,-84.24062347,30.3131,135.00
9.92825317,-84.24063110,28.0312,143.00
9.92857456,-84.24064636,25.7300,143.00
9.92903041,-84.24067687,36.5124,154.00
9.92936992,-84.24068450,27.0767,142.00
9.92973995,-84.24070739,29.6383,145.00
9.93008518,-84.24070739,27.5487,132.00
9.93039512,-84.24064636,25.2209,141.00
9.93076324,-84.24054718,30.3374,142.00
9.93106174,-84.24044036,25.3678,130.00
9.93140792,-84.24032592,29.0769,209.00
9.93185234,-84.24016571,37.6077,157.00
9.93232536,-84.23992919,42.1913,148.00
9.93277454,-84.23955535,46.1352,133.00
9.93315315,-84.23902893,51.2594,138.00
9.93338012,-84.23848724,46.6309,151.00
9.93347835,-84.23796081,42.1034,142.00
9.93352317,-84.23745727,39.9271,145.00
9.93354797,-84.23706054,31.2222,145.00
9.93356227,-84.23689270,12.9482,159.00
9.93356323,-84.23687744,1.0766,137.00
9.93356800,-84.23679351,6.9937,129.00
9.93358516,-84.23659515,15.6454,132.00
9.93360805,-84.23630523,22.6378,138.00
9.93363285,-84.23598480,25.3273,139.00
9.93365669,-84.23564147,26.9348,136.00
9.93368339,-84.23530578,26.9501,127.00
9.93371200,-84.23497772,25.8903,133.00
9.93373298,-84.23468780,22.6281,156.00
