magnitude,size, circX,circY,mouseX,mouseY,steps
0.0,0,0,0,0,0,1
0.0,0,0,0,443,54,2
0.0,0,0,0,443,54,3
0.0,0,0,0,443,54,4
0.0,0,0,0,443,54,5
0.0,0,0,0,443,54,6
0.0,0,0,0,443,54,7
0.0,0,0,0,443,54,8
0.0,0,0,0,443,54,9
0.0,0,0,0,443,54,10
0.0,0,0,0,443,54,11
0.0,0,0,0,443,54,12
0.0,0,0,0,443,54,13
0.0,0,0,0,443,54,14
0.0,0,0,0,443,54,15
0.0,0,0,0,443,54,16
0.0,0,0,0,443,54,17
0.0,0,0,0,443,54,18
0.0,0,0,0,443,54,19
0.0,0,0,0,443,54,20
0.0,0,0,0,443,54,21
0.0,0,0,0,443,54,22
0.0,0,0,0,443,54,23
0.0,0,0,0,443,54,24
0.0,0,0,0,443,54,25
0.0,0,0,0,443,54,26
0.0,0,0,0,443,54,27
0.0,0,0,0,443,54,28
0.0,0,0,0,443,54,29
0.0,0,0,0,443,54,30
0.0,0,0,0,443,54,31
0.0,0,0,0,443,54,32
0.0,0,0,0,443,54,33
0.0,0,0,0,443,54,34
0.0,0,0,0,443,54,35
0.0,0,0,0,443,54,36
0.0,0,0,0,443,54,37
0.0,0,0,0,443,54,38
0.0,0,0,0,443,54,39
0.0,0,0,0,443,54,40
0.0,0,0,0,443,54,41
0.0,0,0,0,443,54,42
0.0,0,0,0,443,54,43
0.0,0,0,0,443,54,44
0.0,0,0,0,483,198,45
0.0,0,0,0,483,198,46
0.0,0,0,0,483,198,47
0.0,0,0,0,483,198,48
0.0,0,0,0,483,198,49
0.0,0,0,0,483,198,50
0.0,0,0,0,483,198,51
0.0,0,0,0,483,198,52
0.0,0,0,0,483,198,53
0.0,0,0,0,483,198,54
0.0,0,0,0,483,198,55
0.0,0,0,0,483,198,56
0.0,0,0,0,483,198,57
0.0,0,0,0,483,198,58
0.0,0,0,0,483,198,59
0.0,0,0,0,483,198,60
0.0,0,0,0,484,198,61
0.0,0,0,0,486,197,62
0.0,0,0,0,486,197,63
0.0,0,0,0,488,197,64
0.0,0,0,0,492,203,65
0.0,0,0,0,498,215,66
0.0,0,0,0,507,230,67
0.0,0,0,0,515,239,68
0.0,0,0,0,522,250,69
0.0,0,0,0,532,260,70
0.0,0,0,0,544,274,71
0.0,0,0,0,556,285,72
0.0,0,0,0,565,294,73
0.0,0,0,0,567,299,74
0.0,0,0,0,569,303,75
0.0,0,0,0,569,305,76
0.0,0,0,0,570,308,77
0.0,0,0,0,570,309,78
0.0,0,0,0,570,309,79
0.0,0,0,0,570,310,80
0.0,0,0,0,573,312,81
0.0,0,0,0,575,314,82
0.0,0,0,0,578,315,83
0.0,0,0,0,579,315,84
0.0,0,0,0,579,315,85
0.0,0,0,0,579,315,86
0.0,0,0,0,579,315,87
0.0,0,0,0,579,315,88
0.0,0,0,0,579,315,89
0.0,0,0,0,579,315,90
0.0,0,0,0,579,315,91
0.0,0,0,0,579,315,92
0.0,0,0,0,579,315,93
0.0,0,0,0,579,315,94
0.0,0,0,0,579,315,95
0.0,0,0,0,579,315,96
0.0,0,0,0,579,315,97
0.0,0,0,0,579,315,98
0.0,0,0,0,579,315,99
0.0,0,0,0,579,315,100
0.0,0,0,0,579,315,101
0.0,0,0,0,579,315,102
0.0,0,0,0,579,315,103
0.0,0,0,0,579,315,104
0.0,0,0,0,579,315,105
0.0,0,0,0,579,315,106
0.0,0,0,0,579,315,107
0.0,0,0,0,579,315,108
0.0,0,0,0,579,315,109
0.0,0,0,0,579,315,110
0.0,0,0,0,579,315,111
0.0,0,0,0,579,315,112
0.0,0,0,0,579,315,113
0.0,0,0,0,579,315,114
0.0,0,0,0,579,315,115
0.0,0,0,0,579,315,116
0.0,0,0,0,579,315,117
0.0,0,0,0,579,315,118
0.0,0,0,0,579,315,119
0.0,0,0,0,579,315,120
0.0,0,0,0,579,315,121
0.0,0,0,0,579,315,122
0.0,0,0,0,579,315,123
0.0,0,0,0,579,315,124
0.0,0,0,0,579,315,125
0.0,0,0,0,579,315,126
0.0,0,0,0,579,315,127
0.0,0,0,0,579,315,128
0.0,0,0,0,579,315,129
0.0,0,0,0,579,315,130
0.0,0,0,0,579,315,131
0.0,0,0,0,579,315,132
0.0,0,0,0,579,315,133
0.0,0,0,0,579,315,134
0.0,0,0,0,579,315,135
0.0,0,0,0,579,315,136
0.0,0,0,0,579,315,137
0.0,0,0,0,579,315,138
0.0,0,0,0,579,315,139
0.0,0,0,0,579,315,140
0.0,0,0,0,579,315,141
0.0,0,0,0,579,315,142
0.0,0,0,0,579,315,143
0.0,0,0,0,579,315,144
0.0,0,0,0,579,315,145
0.0,0,0,0,579,315,146
0.0,0,0,0,579,315,147
0.0,0,0,0,582,315,148
0.0,0,0,0,593,315,149
0.0,0,0,0,599,317,150
0.0,0,0,0,606,327,151
0.0,0,0,0,616,346,152
0.0,0,0,0,625,368,153
0.0,0,0,0,630,381,154
0.0,0,0,0,632,388,155
0.0,0,0,0,636,392,156
0.0,0,0,0,643,400,157
0.0,0,0,0,651,406,158
0.0,0,0,0,656,410,159
0.0,0,0,0,659,411,160
