magnitude,size, circX,circY,mouseX,mouseY,steps
0.0,0,0,0,584,439,66
0.0,0,0,0,584,439,67
0.0,0,0,0,584,439,68
0.0,0,0,0,584,439,69
0.0,0,0,0,584,439,70
0.0,0,0,0,584,439,71
0.0,0,0,0,584,439,72
0.0,0,0,0,583,439,73
0.0,0,0,0,582,439,74
0.0,0,0,0,581,439,75
0.0,0,0,0,578,438,76
0.0,0,0,0,575,438,77
0.0,0,0,0,571,438,78
0.0,0,0,0,565,438,79
0.0,0,0,0,560,438,80
0.0,0,0,0,556,438,81
0.0,0,0,0,554,438,82
0.0,0,0,0,554,438,83
0.0,0,0,0,554,438,84
0.0,0,0,0,554,438,85
0.0,0,0,0,554,438,86
0.0,0,0,0,554,438,87
0.0,0,0,0,554,438,88
0.0,0,0,0,554,438,89
0.0,0,0,0,554,438,90
0.0,0,0,0,554,438,91
0.0,0,0,0,554,438,92
0.0,0,0,0,554,438,93
0.0,0,0,0,554,438,94
0.0,0,0,0,554,438,95
0.0,0,0,0,554,438,96
0.0,0,0,0,554,438,97
0.0,0,0,0,554,438,98
0.0,0,0,0,554,438,99
0.0,0,0,0,554,438,100
0.0,0,0,0,552,437,101
0.0,0,0,0,553,435,102
0.0,0,0,0,554,434,103
0.0,0,0,0,555,433,104
0.0,0,0,0,556,432,105
0.0,0,0,0,557,431,106
0.0,0,0,0,558,430,107
0.0,0,0,0,560,429,108
0.0,0,0,0,566,428,109
0.0,0,0,0,585,424,110
0.0,0,0,0,607,418,111
0.0,0,0,0,622,414,112
0.0,0,0,0,628,412,113
0.0,0,0,0,631,410,114
0.0,0,0,0,633,410,115
0.0,0,0,0,636,409,116
0.0,0,0,0,636,409,117
0.0,100,640,400,636,409,118
0.0,0,0,0,636,409,1
0.0,0,0,0,636,409,2
0.0,0,0,0,636,409,3
0.0,0,0,0,636,409,4
0.0,0,0,0,636,409,5
0.0,0,0,0,636,409,6
0.0,0,0,0,636,409,7
0.0,0,0,0,636,409,8
0.0,0,0,0,636,409,9
0.0,0,0,0,636,409,10
0.0,0,0,0,636,409,11
0.0,0,0,0,636,409,12
0.0,0,0,0,636,409,13
0.0,0,0,0,636,409,14
0.0,0,0,0,636,409,15
0.0,0,0,0,636,409,16
0.0,0,0,0,636,409,17
0.0,0,0,0,636,408,18
0.0,0,0,0,636,404,19
0.0,0,0,0,625,370,20
0.0,0,0,0,608,326,21
0.0,0,0,0,593,262,22
0.0,0,0,0,584,194,23
0.0,0,0,0,580,116,24
0.0,0,0,0,580,44,25
0.0,0,0,0,569,0,26
0.0,0,0,0,557,0,27
0.0,0,0,0,543,0,28
0.0,0,0,0,530,0,29
0.0,0,0,0,520,0,30
0.0,0,0,0,514,0,31
0.0,0,0,0,509,0,32
0.0,0,0,0,507,0,33
0.0,0,0,0,505,2,34
0.0,0,0,0,499,11,35
0.0,0,0,0,493,20,36
0.0,0,0,0,482,30,37
0.0,0,0,0,477,34,38
0.0,0,0,0,474,36,39
0.0,0,0,0,474,36,40
0.0,0,0,0,472,36,41
0.0,0,0,0,470,36,42
0.0,0,0,0,468,36,43
0.0,0,0,0,463,37,44
0.0,0,0,0,460,37,45
0.0,0,0,0,458,38,46
0.0,0,0,0,457,38,47
0.0,0,0,0,456,38,48
0.0,0,0,0,454,38,49
0.0,0,0,0,440,40,50
0.0,0,0,0,420,42,51
0.0,0,0,0,411,44,52
0.0,0,0,0,411,44,53
0.0,0,0,0,411,44,54
0.0,0,0,0,411,44,55
0.0,0,0,0,411,44,56
0.0,97,415,39,411,44,57
0.0,0,0,0,411,44,1
0.0,0,0,0,411,44,2
0.0,0,0,0,411,44,3
0.0,0,0,0,411,44,4
0.0,0,0,0,411,44,5
0.0,0,0,0,411,44,6
0.0,0,0,0,411,44,7
0.0,0,0,0,411,44,8
0.0,0,0,0,411,44,9
0.0,0,0,0,411,44,10
0.0,0,0,0,411,44,11
0.0,0,0,0,411,44,12
0.0,0,0,0,410,45,13
