magnitude,size, circX,circY,mouseX,mouseY,steps
0.0,0,0,0,0,0,1
0.0,0,0,0,0,0,2
0.0,0,0,0,0,0,3
0.0,0,0,0,0,0,4
0.0,0,0,0,0,0,5
0.0,0,0,0,0,0,6
0.0,0,0,0,0,0,7
0.0,0,0,0,0,0,8
0.0,0,0,0,0,0,9
0.0,0,0,0,0,0,10
0.0,0,0,0,0,0,11
0.0,0,0,0,0,0,12
0.0,0,0,0,0,0,13
0.0,0,0,0,0,0,14
0.0,0,0,0,0,0,15
0.0,0,0,0,0,0,16
0.0,0,0,0,0,0,17
0.0,0,0,0,0,0,18
0.0,0,0,0,0,0,19
0.0,0,0,0,0,0,20
0.0,0,0,0,0,0,21
0.0,0,0,0,0,0,22
0.0,0,0,0,0,0,23
0.0,0,0,0,0,0,24
0.0,0,0,0,0,0,25
0.0,0,0,0,0,0,26
0.0,0,0,0,0,0,27
0.0,0,0,0,0,0,28
0.0,0,0,0,0,0,29
0.0,0,0,0,0,0,30
0.0,0,0,0,0,0,31
0.0,0,0,0,0,0,32
0.0,0,0,0,0,0,33
0.0,0,0,0,0,0,34
0.0,0,0,0,0,0,35
0.0,0,0,0,0,0,36
0.0,0,0,0,0,0,37
0.0,0,0,0,0,0,38
0.0,0,0,0,0,0,39
0.0,0,0,0,0,0,40
0.0,0,0,0,0,0,41
0.0,0,0,0,0,0,42
0.0,0,0,0,270,49,43
0.0,0,0,0,270,49,44
0.0,0,0,0,270,49,45
0.0,0,0,0,270,52,46
0.0,0,0,0,273,61,47
0.0,0,0,0,277,71,48
0.0,0,0,0,282,82,49
0.0,0,0,0,290,93,50
0.0,0,0,0,296,101,51
0.0,0,0,0,302,110,52
0.0,0,0,0,309,121,53
0.0,0,0,0,315,135,54
0.0,0,0,0,321,150,55
0.0,0,0,0,324,161,56
0.0,0,0,0,325,167,57
0.0,0,0,0,325,167,58
0.0,0,0,0,325,167,59
0.0,0,0,0,325,167,60
0.0,0,0,0,325,167,61
0.0,0,0,0,325,167,62
0.0,0,0,0,325,167,63
0.0,0,0,0,325,167,64
0.0,0,0,0,325,167,65
0.0,0,0,0,325,167,66
0.0,0,0,0,325,167,67
0.0,0,0,0,325,167,68
0.0,0,0,0,325,167,69
0.0,0,0,0,325,167,70
0.0,0,0,0,325,167,71
0.0,0,0,0,325,167,72
0.0,0,0,0,325,167,73
0.0,0,0,0,325,167,74
0.0,0,0,0,325,167,75
0.0,0,0,0,325,167,76
0.0,0,0,0,325,167,77
0.0,0,0,0,325,167,78
0.0,0,0,0,325,167,79
0.0,0,0,0,325,167,80
0.0,0,0,0,325,167,81
0.0,0,0,0,325,167,82
0.0,0,0,0,325,167,83
0.0,0,0,0,325,167,84
0.0,0,0,0,325,167,85
0.0,0,0,0,325,167,86
0.0,0,0,0,325,167,87
0.0,0,0,0,325,167,88
0.0,0,0,0,325,167,89
0.0,0,0,0,325,167,90
0.0,0,0,0,325,167,91
0.0,0,0,0,325,167,92
0.0,0,0,0,325,167,93
0.0,0,0,0,325,167,94
0.0,0,0,0,325,167,95
0.0,0,0,0,325,167,96
0.0,0,0,0,325,167,97
0.0,0,0,0,325,167,98
0.0,0,0,0,325,167,99
0.0,0,0,0,325,167,100
0.0,0,0,0,325,167,101
0.0,0,0,0,325,167,102
0.0,0,0,0,325,167,103
0.0,0,0,0,325,167,104
0.0,0,0,0,325,167,105
0.0,0,0,0,325,167,106
0.0,0,0,0,325,167,107
0.0,0,0,0,325,167,108
0.0,0,0,0,325,167,109
0.0,0,0,0,325,167,110
0.0,0,0,0,325,167,111
0.0,0,0,0,325,167,112
0.0,0,0,0,325,167,113
0.0,0,0,0,325,167,114
0.0,0,0,0,325,167,115
0.0,0,0,0,325,167,116
0.0,0,0,0,325,167,117
0.0,0,0,0,325,167,118
0.0,0,0,0,325,167,119
0.0,0,0,0,325,167,120
0.0,0,0,0,325,167,121
0.0,0,0,0,325,167,122
0.0,0,0,0,325,167,123
0.0,0,0,0,325,167,124
0.0,0,0,0,326,171,125
0.0,0,0,0,341,189,126
0.0,0,0,0,366,218,127
0.0,0,0,0,401,267,128
0.0,0,0,0,429,315,129
0.0,0,0,0,458,364,130
0.0,0,0,0,488,416,131
0.0,0,0,0,516,469,132
0.0,0,0,0,543,518,133
0.0,0,0,0,573,571,134
0.0,0,0,0,607,621,135
0.0,0,0,0,640,668,136
0.0,0,0,0,659,691,137
0.0,0,0,0,670,699,138
0.0,0,0,0,675,700,139
0.0,0,0,0,678,700,140
0.0,0,0,0,682,695,141
0.0,0,0,0,682,695,142
0.0,0,0,0,699,666,143
0.0,0,0,0,713,642,144
0.0,0,0,0,728,612,145
0.0,0,0,0,743,583,146
0.0,0,0,0,751,560,147
0.0,0,0,0,754,541,148
0.0,0,0,0,755,527,149
0.0,0,0,0,755,517,150
0.0,0,0,0,753,510,151
0.0,0,0,0,752,505,152
0.0,0,0,0,751,502,153
0.0,0,0,0,750,502,154
0.0,0,0,0,748,498,155
0.0,0,0,0,746,493,156
0.0,0,0,0,743,485,157
0.0,0,0,0,739,478,158
0.0,0,0,0,737,472,159
0.0,0,0,0,735,462,160
0.0,0,0,0,735,444,161
0.0,0,0,0,733,419,162
0.0,0,0,0,728,394,163
0.0,0,0,0,722,375,164
0.0,0,0,0,715,362,165
0.0,0,0,0,712,357,166
0.0,0,0,0,711,355,167
0.0,0,0,0,711,355,168
0.0,0,0,0,709,355,169
0.0,0,0,0,704,354,170
0.0,0,0,0,697,353,171
0.0,0,0,0,693,353,172
0.0,0,0,0,693,353,173
